STUDYID,DOMAIN,USUBJID,EXSEQ,EXTRT,EXDOSE,EXDOSU,EXDOSFRM,EXDOSFRQ,EXROUTE,EXLOT,EXTRTV,EXVAMT,EXVAMTU,EXSTDTC,EXSTDY
20214751,EX,20214751-153,98,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-16,8
20214751,EX,20214751-153,99,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-17,9
20214751,EX,20214751-153,100,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-18,10
20214751,EX,20214751-153,101,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-19,11
20214751,EX,20214751-153,102,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-20,12
20214751,EX,20214751-153,103,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-21,13
20214751,EX,20214751-153,104,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-22,14
20214751,EX,20214751-153,105,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-23,15
20214751,EX,20214751-153,106,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-24,16
20214751,EX,20214751-153,107,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-25,17
20214751,EX,20214751-153,108,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-26,18
20214751,EX,20214751-153,109,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-27,19
20214751,EX,20214751-153,110,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-28,20
20214751,EX,20214751-153,111,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-29,21
20214751,EX,20214751-153,112,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-30,22
20214751,EX,20214751-153,113,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-10-31,23
20214751,EX,20214751-153,114,ACT-709478,0,mg/kg,SOLUTION,QD,ORAL GAVAGE,,Methylcellulose 0.5% / polyoxyethylene sorbitan monooleate (Tween 80) 0.5% / water (w/v/v),10,mL/kg,2018-11-01,24
